Date,Ticker,0,id
2020-05-22,IDX:NMX404010,0.85,15700
2020-05-22,IDX:NMX405010,1.48,15800
2020-05-22,IDX:NMX451010,0.65,16100
2020-05-22,IDX:NMX451020,0.21,16200
2020-05-22,IDX:NMX451030,0.25,16300
2020-05-22,IDX:NMX452010,-0.35,16400
2020-05-22,IDX:NMX501010,1.35,17100
2020-05-22,IDX:NMX502010,0.57,17200
2020-05-22,IDX:NMX502020,0.86,17300
2020-05-22,IDX:NMX502030,1.47,17400
2020-05-22,IDX:NMX502040,1.14,17500
2020-05-22,IDX:NMX502050,1.77,17600
2020-05-22,IDX:NMX502060,0.77,17700
2020-05-22,IDX:NMX551020,1.46,18200
2020-05-22,IDX:NMX551030,1.59,18300
2020-05-22,IDX:NMX552010,0.9,18400
2020-05-22,IDX:NMX601010,1.07,19100
2020-05-22,IDX:NMX651010,-0.52,20100
2020-05-22,IDX:NMX651020,-0.54,20200
2020-05-22,LSE:888,-0.35,15801
2020-05-22,LSE:AAF,-1.16,12201
2020-05-22,LSE:AAL,1.95,18201
2020-05-22,LSE:ABF,0.7,16201
2020-05-22,LSE:ADM,-0.01,14501
2020-05-22,LSE:AEP,1.21,16202
2020-05-22,LSE:AGK,0.79,17301
2020-05-22,LSE:AHT,0.98,17701
2020-05-22,LSE:AJB,-1.73,14301
2020-05-22,LSE:ALFA,2.97,11101
2020-05-22,LSE:AMGO,-0.75,14201
2020-05-22,LSE:AML,1.35,15101
2020-05-22,LSE:ANTO,0.43,18202
2020-05-22,LSE:AO.,3.9,15701
2020-05-22,LSE:APTD,-0.9,11102
2020-05-22,LSE:ARW,-1.89,14202
2020-05-22,LSE:ASCL,3.39,11103
2020-05-22,LSE:AUTO,0.76,11104
2020-05-22,LSE:AV.,0.62,14401
2020-05-22,LSE:AVON,2.65,17201
2020-05-22,LSE:AVST,1.74,11105
2020-05-22,LSE:AVV,1.22,11106
2020-05-22,LSE:AZN,0.74,13301
2020-05-22,LSE:BA.,-0.11,17202
2020-05-22,LSE:BAB,1.37,17203
2020-05-22,LSE:BAG,0.53,16101
2020-05-22,LSE:BAKK,0.97,16203
2020-05-22,LSE:BARC,1.21,14101
2020-05-22,LSE:BATS,0.61,16301
2020-05-22,LSE:BBY,0.11,17101
2020-05-22,LSE:BDEV,0.73,15301
2020-05-22,LSE:BEZ,2.84,14502
2020-05-22,LSE:BHP,1.92,18203
2020-05-22,LSE:BIFF,2.4,20201
2020-05-22,LSE:BKG,-0.21,15302
2020-05-22,LSE:BME,1.23,15702
2020-05-22,LSE:BMY,3.24,15601
2020-05-22,LSE:BNZL,1.24,17401
2020-05-22,LSE:BOWL,1.38,15802
2020-05-22,LSE:BOY,0.4,18204
2020-05-22,LSE:BP.,0.97,19101
2020-05-22,LSE:BRBY,1.53,15501
2020-05-22,LSE:BT.A,1.47,12202
2020-05-22,LSE:BVC,-0.19,12101
2020-05-22,LSE:BVIC,0.2,16102
2020-05-22,LSE:BWY,0.29,15303
2020-05-22,LSE:CARD,-1.67,15703
2020-05-22,LSE:CARR,0.46,16204
2020-05-22,LSE:CBG,0.47,14102
2020-05-22,LSE:CCC,1.47,11107
2020-05-22,LSE:CCH,0.68,16103
2020-05-22,LSE:CCL,2.27,15803
2020-05-22,LSE:CCR,0.2,16104
2020-05-22,LSE:CEY,0.41,18301
2020-05-22,LSE:CHG,1.27,17204
2020-05-22,LSE:CINE,1.22,15804
2020-05-22,LSE:CKN,-1.11,17702
2020-05-22,LSE:CLG,4.19,17601
2020-05-22,LSE:CMCX,0.6,14302
2020-05-22,LSE:CNA,-0.29,20202
2020-05-22,LSE:CNE,2.72,19102
2020-05-22,LSE:COA,3.95,17402
2020-05-22,LSE:COST,1.5,17102
2020-05-22,LSE:CPG,1.12,15201
2020-05-22,LSE:CPI,1.84,17602
2020-05-22,LSE:CRDA,0.77,18401
2020-05-22,LSE:CRH,1.6,17103
2020-05-22,LSE:CRST,0.45,15304
2020-05-22,LSE:CSN,1.54,14402
2020-05-22,LSE:CSP,-2.35,15305
2020-05-22,LSE:CTEC,0.77,13201
2020-05-22,LSE:CWK,-0.35,16205
2020-05-22,LSE:DC.,-1.18,15704
2020-05-22,LSE:DCC,3.31,17603
2020-05-22,LSE:DFS,1.43,15306
2020-05-22,LSE:DGE,0.66,16105
2020-05-22,LSE:DGOC,0.79,19103
2020-05-22,LSE:DIA,2.26,17302
2020-05-22,LSE:DLAR,-0.14,17604
2020-05-22,LSE:DLG,-0.1,14503
2020-05-22,LSE:DNLM,1.14,15705
2020-05-22,LSE:DOM,0.21,15805
2020-05-22,LSE:DPH,0.9,13302
2020-05-22,LSE:DPLM,0.4,17605
2020-05-22,LSE:DRX,0.21,20101
2020-05-22,LSE:DSCV,2.91,11201
2020-05-22,LSE:DTY,0.04,15202
2020-05-22,LSE:DVO,0.01,16206
2020-05-22,LSE:DWF,-0.02,17606
2020-05-22,LSE:ECM,1.3,17607
2020-05-22,LSE:ELM,0.84,18402
2020-05-22,LSE:ENOG,-0.04,19104
2020-05-22,LSE:ENQ,4.66,19105
2020-05-22,LSE:ENT,1.12,15806
2020-05-22,LSE:EQN,0.83,17608
2020-05-22,LSE:ERM,0.82,15602
2020-05-22,LSE:ESKN,3.39,17703
2020-05-22,LSE:ESNT,1.53,17609
2020-05-22,LSE:EVR,1.07,18205
2020-05-22,LSE:EXPN,2.24,17610
2020-05-22,LSE:EZJ,2.34,15807
2020-05-22,LSE:FAN,-0.57,17104
2020-05-22,LSE:FCH,1.41,14203
