Ticker,Change,Close,Date
IDX:AXX,0.375,692.35,2016-02-26
IDX:AXX,0.292,702.49,2016-03-04
IDX:AXX,-2.2204460492503132e-17,702.46,2016-03-11
IDX:AXX,0.12399999999999997,706.65,2016-03-18
IDX:AXX,0.07500000000000001,708.8,2016-03-24
IDX:AXX,0.1,711.6,2016-04-01
IDX:AXX,0.21999999999999997,719.39,2016-04-08
IDX:AXX,0.356,732.29,2016-04-15
IDX:AXX,-0.031999999999999994,731.08,2016-04-22
IDX:AXX,-0.092,727.71,2016-04-29
IDX:AXX,-0.16999999999999998,722.78,2016-05-06
IDX:AXX,0.04799999999999999,724.49,2016-05-13
IDX:AXX,0.094,727.86,2016-05-20
IDX:AXX,0.21800000000000003,735.84,2016-05-27
IDX:AXX,0.22250000000000003,742.35,2016-06-03
IDX:AXX,-0.07599999999999998,739.62,2016-06-10
IDX:AXX,-0.6980000000000002,713.89,2016-06-17
IDX:AXX,-0.27,703.81,2016-06-24
IDX:AXX,0.296,713.48,2016-07-01
IDX:AXX,-0.22199999999999998,705.54,2016-07-08
IDX:AXX,0.5259999999999999,724.22,2016-07-15
IDX:AXX,0.44000000000000006,740.22,2016-07-22
IDX:AXX,0.41800000000000004,755.89,2016-07-29
IDX:AXX,0.32999999999999996,768.42,2016-08-05
IDX:AXX,0.378,783.11,2016-08-12
IDX:AXX,0.08600000000000001,786.48,2016-08-19
IDX:AXX,0.162,792.81,2016-08-26
IDX:AXX,0.06,794.7,2016-09-02
IDX:AXX,0.266,805.39,2016-09-09
IDX:AXX,0.066,808.02,2016-09-16
IDX:AXX,0.196,816.01,2016-09-23
IDX:AXX,0.07400000000000001,819.1,2016-09-30
IDX:AXX,0.184,826.57,2016-10-07
IDX:AXX,-0.012,826.21,2016-10-14
IDX:AXX,0.03000000000000001,827.41,2016-10-21
IDX:AXX,-0.10600000000000001,823.05,2016-10-28
IDX:AXX,-0.518,801.88,2016-11-04
IDX:AXX,-0.022000000000000002,800.97,2016-11-11
IDX:AXX,0.254,811.21,2016-11-18
IDX:AXX,0.23000000000000004,820.54,2016-11-25
IDX:AXX,-0.158,813.97,2016-12-02
IDX:AXX,0.16,820.41,2016-12-09
IDX:AXX,0.118,825.19,2016-12-16
IDX:AXX,0.158,831.73,2016-12-23
IDX:AXX,0.5066666666666667,844.41,2016-12-30
IDX:AXX,0.5475,863.06,2017-01-06
IDX:AXX,0.252,873.94,2017-01-13
IDX:AXX,-0.009999999999999992,873.55,2017-01-20
IDX:AXX,0.176,881.19,2017-01-27
IDX:AXX,0.28200000000000003,893.63,2017-02-03
IDX:AXX,0.156,900.56,2017-02-10
IDX:AXX,0.162,907.94,2017-02-17
IDX:AXX,0.001999999999999996,907.99,2017-02-24
IDX:AXX,0.156,915.02,2017-03-03
IDX:AXX,0.024000000000000004,916.08,2017-03-10
IDX:AXX,0.244,927.26,2017-03-17
IDX:AXX,-0.2,917.9,2017-03-24
IDX:AXX,0.252,929.42,2017-03-31
IDX:AXX,0.11000000000000001,934.5,2017-04-07
IDX:AXX,0.315,946.43,2017-04-13
IDX:AXX,0.0049999999999999906,946.65,2017-04-21
IDX:AXX,0.36,963.72,2017-04-28
IDX:AXX,0.045,965.34,2017-05-05
IDX:AXX,0.196,974.92,2017-05-12
IDX:AXX,0.041999999999999996,976.87,2017-05-19
IDX:AXX,0.296,991.38,2017-05-26
IDX:AXX,0.007500000000000007,991.8,2017-06-02
IDX:AXX,-0.27999999999999997,978.03,2017-06-09
IDX:AXX,-0.13199999999999998,971.38,2017-06-16
IDX:AXX,-0.041999999999999996,969.25,2017-06-23
IDX:AXX,-0.06599999999999999,965.98,2017-06-30
IDX:AXX,-0.142,959.02,2017-07-07
IDX:AXX,-0.098,954.21,2017-07-14
IDX:AXX,0.32199999999999995,969.7,2017-07-21
IDX:AXX,0.276,983.14,2017-07-28
IDX:AXX,0.21200000000000002,993.65,2017-08-04
IDX:AXX,-0.09000000000000001,988.99,2017-08-11
IDX:AXX,0.20800000000000002,999.29,2017-08-18
IDX:AXX,0.11800000000000002,1005.2,2017-08-25
IDX:AXX,0.2575,1015.5,2017-09-01
IDX:AXX,-0.098,1010.6,2017-09-08
IDX:AXX,-0.332,993.82,2017-09-15
IDX:AXX,0.017999999999999995,994.67,2017-09-22
IDX:AXX,0.194,1004.3,2017-09-29
IDX:AXX,0.334,1021.2,2017-10-06
IDX:AXX,0.196,1031.3,2017-10-13
IDX:AXX,-0.21200000000000002,1020.3,2017-10-20
IDX:AXX,0.278,1034.7,2017-10-27
IDX:AXX,0.174,1043.7,2017-11-03
IDX:AXX,-0.13399999999999998,1036.7,2017-11-10
IDX:AXX,-0.2560000000000001,1023.4,2017-11-17
IDX:AXX,0.12200000000000003,1029.8,2017-11-24
IDX:AXX,-0.152,1022.0,2017-12-01
IDX:AXX,-0.10000000000000002,1016.8,2017-12-08
IDX:AXX,-0.038,1014.9,2017-12-15
IDX:AXX,0.374,1034.1,2017-12-22
IDX:AXX,0.49666666666666665,1049.6,2017-12-29
IDX:AXX,-0.03,1065.9,2018-01-12
IDX:AXX,0.038,1067.9,2018-01-19
IDX:AXX,0.11599999999999999,1074.0,2018-01-26
IDX:AXX,-0.274,1059.4,2018-02-02
IDX:AXX,-1.016,1006.1,2018-02-09
IDX:AXX,0.646,1038.9,2018-02-16
IDX:AXX,0.09,1043.4,2018-02-23
IDX:AXX,-0.318,1026.8,2018-03-02
IDX:AXX,0.40599999999999997,1047.7,2018-03-09
IDX:AXX,0.14800000000000002,1055.5,2018-03-16
IDX:AXX,-0.688,1019.8,2018-03-23
IDX:AXX,-0.12999999999999998,1014.3,2018-03-29
IDX:AXX,0.2175,1023.1,2018-04-06
IDX:AXX,0.052000000000000005,1025.8,2018-04-13
IDX:AXX,0.16599999999999998,1034.4,2018-04-20
IDX:AXX,0.298,1050.0,2018-04-27
IDX:AXX,0.29400000000000004,1065.5,2018-05-04
IDX:AXX,0.36000000000000004,1080.8,2018-05-11
IDX:AXX,0.144,1088.6,2018-05-18
IDX:AXX,-0.010000000000000009,1088.1,2018-05-25
IDX:AXX,-0.0875,1084.4,2018-06-01
IDX:AXX,0.22599999999999998,1096.6,2018-06-08
IDX:AXX,0.092,1101.6,2018-06-15
IDX:AXX,-0.172,1092.3,2018-06-22
IDX:AXX,-0.178,1082.4,2018-06-29
IDX:AXX,0.086,1087.0,2018-07-06
IDX:AXX,0.144,1094.7,2018-07-13
IDX:AXX,5.551115123125783e-18,1094.6,2018-07-20
IDX:AXX,0.13400000000000004,1101.9,2018-07-27
IDX:AXX,-0.23600000000000004,1089.0,2018-08-03
IDX:AXX,-0.03400000000000001,1087.2,2018-08-10
IDX:AXX,-0.16599999999999998,1078.1,2018-08-17
IDX:AXX,0.258,1092.2,2018-08-24
IDX:AXX,0.2725,1104.1,2018-08-31
IDX:AXX,-0.07,1100.3,2018-09-07
IDX:AXX,-0.015999999999999997,1099.5,2018-09-14
IDX:AXX,0.007999999999999985,1099.9,2018-09-21
IDX:AXX,-0.024000000000000004,1098.5,2018-09-28
IDX:AXX,-0.54,1069.1,2018-10-05
IDX:AXX,-1.4680000000000002,991.85,2018-10-12
IDX:AXX,0.15599999999999997,999.48,2018-10-19
IDX:AXX,-0.742,962.86,2018-10-26
IDX:AXX,0.6759999999999999,995.69,2018-11-02
IDX:AXX,0.024,996.89,2018-11-09
IDX:AXX,-0.784,958.31,2018-11-16
IDX:AXX,-0.728,923.75,2018-11-23
IDX:AXX,0.13999999999999999,930.17,2018-11-30
IDX:AXX,-0.722,896.76,2018-12-07
IDX:AXX,-0.21599999999999997,887.05,2018-12-14
IDX:AXX,-0.8480000000000001,849.78,2018-12-21
IDX:AXX,0.033333333333333326,850.54,2018-12-28
IDX:AXX,0.528,858.61,2018-12-31
IDX:AXX,0.808,910.2,2019-01-11
IDX:AXX,0.07800000000000004,913.67,2019-01-18
IDX:AXX,-0.03799999999999999,911.82,2019-01-25
IDX:AXX,0.21800000000000003,921.83,2019-02-01
IDX:AXX,-0.368,904.91,2019-02-08
IDX:AXX,0.057999999999999996,907.59,2019-02-15
IDX:AXX,0.055999999999999994,910.09,2019-02-22
IDX:AXX,0.126,915.82,2019-03-01
IDX:AXX,-0.244,904.68,2019-03-08
IDX:AXX,0.296,918.13,2019-03-15
IDX:AXX,-0.178,909.97,2019-03-22
IDX:AXX,0.152,916.83,2019-03-29
IDX:AXX,0.126,922.5,2019-04-05
