Date,Ticker,change,id
2020-05-15,LSE:CRH,99.2,17103
2020-05-15,LSE:CRST,98.39,15304
2020-05-15,LSE:CSN,98.43,14402
2020-05-15,LSE:CSP,95.77,15305
2020-05-15,LSE:CTEC,98.74,13201
2020-05-15,LSE:CWK,100.12,16205
2020-05-15,LSE:DC.,99.25,15704
2020-05-15,LSE:DCC,99.55,17603
2020-05-15,LSE:DFS,99.6,15306
2020-05-15,LSE:DGE,99.78,16105
2020-05-15,LSE:DGOC,98.57,19103
2020-05-15,LSE:DIA,99.23,17302
2020-05-15,LSE:DLAR,96.48,17604
2020-05-15,LSE:DLG,98.83,14503
2020-05-15,LSE:DNLM,99.45,15705
2020-05-15,LSE:DOM,100.37,15805
2020-05-15,LSE:DPH,99.44,13302
2020-05-15,LSE:DPLM,99.45,17605
2020-05-15,LSE:DRX,99.59,20101
2020-05-15,LSE:DSCV,100.56,11201
2020-05-15,LSE:DTY,99.86,15202
2020-05-15,LSE:DVO,100.55,16206
2020-05-15,LSE:DWF,99.63,17606
2020-05-15,LSE:ECM,99.56,17607
2020-05-15,LSE:ELM,98.46,18402
2020-05-15,LSE:ENOG,98.57,19104
2020-05-15,LSE:ENQ,97.13,19105
2020-05-15,LSE:ENT,98.84,15806
2020-05-15,LSE:EQN,98.25,17608
2020-05-15,LSE:ERM,97.7,15602
2020-05-15,LSE:ESKN,99.62,17703
2020-05-15,LSE:ESNT,100.16,17609
2020-05-15,LSE:EVR,98.5,18205
2020-05-15,LSE:EXPN,98.44,17610
2020-05-15,LSE:EZJ,98.82,15807
2020-05-15,LSE:FAN,100.05,17104
2020-05-15,LSE:FCH,97.32,14203
2020-05-15,LSE:FDM,99.19,11108
2020-05-15,LSE:FERG,99.93,17611
2020-05-15,LSE:FGP,95.51,15808
2020-05-15,LSE:FLTR,100.77,15809
2020-05-15,LSE:FORT,96.44,17105
2020-05-15,LSE:FOUR,100.93,15603
2020-05-15,LSE:FOXT,99.38,21101
2020-05-15,LSE:FRAS,99.38,15706
2020-05-15,LSE:FRES,101.63,18302
2020-05-15,LSE:FSJ,99.92,17704
2020-05-15,LSE:FSTA,99.72,15810
2020-05-15,LSE:FUTR,98.95,15604
2020-05-15,LSE:FXPO,100.77,18206
2020-05-15,LSE:GAW,99.73,15401
2020-05-15,LSE:GDWN,98.11,18207
2020-05-15,LSE:GFRD,97.54,17106
2020-05-15,LSE:GFS,97.7,17612
2020-05-15,LSE:GFTU,99.96,17613
2020-05-15,LSE:GLE,99.49,15307
2020-05-15,LSE:GLEN,99.1,19106
2020-05-15,LSE:GLO,100.81,20102
2020-05-15,LSE:GNC,97.04,16207
2020-05-15,LSE:GNS,99.53,13303
2020-05-15,LSE:GOG,99.12,15811
2020-05-15,LSE:GRG,99.4,16401
2020-05-15,LSE:GSK,99.72,13304
2020-05-15,LSE:GYM,97.41,15812
2020-05-15,LSE:GYS,99.31,15813
2020-05-15,LSE:HAS,98.7,17614
2020-05-15,LSE:HEAD,100.65,15308
2020-05-15,LSE:HFD,102.43,15707
2020-05-15,LSE:HFG,100.59,16208
2020-05-15,LSE:HIK,99.88,13305
2020-05-15,LSE:HILS,100.03,18208
2020-05-15,LSE:HLMA,99.21,17303
2020-05-15,LSE:HOC,101.84,18303
2020-05-15,LSE:HSBA,99.36,14103
2020-05-15,LSE:HSV,99.72,17615
2020-05-15,LSE:HSW,97.09,15814
2020-05-15,LSE:HSX,97.39,14504
2020-05-15,LSE:HTG,99.2,19107
2020-05-15,LSE:HTWS,99.89,12203
2020-05-15,LSE:HUNT,100.0,21102
2020-05-15,LSE:HWDN,99.29,15708
2020-05-15,LSE:HYVE,92.16,15605
2020-05-15,LSE:IAG,97.7,15815
2020-05-15,LSE:IBM,99.5,11109
2020-05-15,LSE:IBST,98.32,17107
2020-05-15,LSE:ICP,98.48,14303
2020-05-15,LSE:IGG,99.66,14304
2020-05-15,LSE:IHG,98.0,15816
2020-05-15,LSE:IMB,100.06,16302
2020-05-15,LSE:IMI,100.02,17304
2020-05-15,LSE:INCH,99.07,15709
2020-05-15,LSE:INDV,99.74,13306
2020-05-15,LSE:INF,98.19,15606
2020-05-15,LSE:INVP,99.01,14305
2020-05-15,LSE:IPF,96.95,14204
2020-05-15,LSE:ITRK,98.9,17616
2020-05-15,LSE:ITV,99.09,15607
2020-05-15,LSE:IWG,99.61,17617
2020-05-15,LSE:JD.,98.74,15710
2020-05-15,LSE:JDW,99.24,15817
2020-05-15,LSE:JET,100.08,15711
2020-05-15,LSE:JLG,100.0,17108
2020-05-15,LSE:JMAT,99.67,18403
2020-05-15,LSE:JUST,98.15,14403
2020-05-15,LSE:KAZ,99.88,18209
2020-05-15,LSE:KCT,98.45,15608
2020-05-15,LSE:KGF,101.97,15712
2020-05-15,LSE:KIE,99.8,17109
2020-05-15,LSE:KLR,98.61,17110
2020-05-15,LSE:KMR,100.3,18210
2020-05-15,LSE:KNOS,100.76,11110
2020-05-15,LSE:LGEN,97.88,14404
2020-05-15,LSE:LLOY,98.16,14104
2020-05-15,LSE:LRE,99.3,14505
